address line1,city,state province,postal code,latitude,longitude,known use,owner,owner type,bbl,area acres
220-04 147 AVENUE,,,11413,40.65918647066529,-73.76093493383262,,New York City Department of Citywide Administrative Services,public,,0.111845959596157787
307 COLUMBIA STREET,,,11231,40.681519895421566,-74.00412577009511,,New York City Department of Housing Preservation and Development,public,,0.069667584940435664
1278 MYRTLE AVENUE,,,11221,40.69782863396373,-73.92596463635805,community green space,New York City Department of Parks and Recreation,public,,0.082144857667730501
1520 BROADWAY,,,11221,40.68661102134181,-73.9174772788015,,New York City Department of Housing Preservation and Development,public,,0.442705693297386862
665 FLUSHING AVENUE,,,11206,40.70039643244291,-73.9466198078375,,New York City Department of Housing Preservation and Development,public,,0.221751147842449876
        FULTON STREET,,,11233,40.678764017633746,-73.9160156804837,community green space,New York City Department of Parks and Recreation,public,,0.181530532599036089
37 ROCHESTER AVENUE,,,11233,40.67782594678787,-73.92697006918756,,New York City Department of Housing Preservation and Development,public,,0.095396694215045076
        KEAP STREET,,,11211,40.70911087523441,-73.95480510934283,community green space,New York City Department of Parks and Recreation,public,,0.068829660238873114
492 GLENMORE AVENUE,,,11207,40.67355825273754,-73.89201803799071,community green space,New York City Department of Housing Preservation and Development,public,,0.119357438016740427
        PATCHEN AVENUE,,,11221,40.68651543799779,-73.92707445195994,community green space,New York City Department of Parks and Recreation,public,,0.117019513315175219
204 COLUMBIA STREET,,,11231,40.68526261120222,-74.00289726871203,community green space,New York City Department of Parks and Recreation,public,,0.083408172635593162
544 BUSHWICK AVENUE,,,11206,40.69966919515016,-73.9361900119907,,New York City Department of Parks and Recreation,public,,0.436845500459910913
757 MELROSE AVENUE,,,10451,40.821402422841565,-73.91563565488451,community garden,New York City Department of Parks and Recreation,public,,0.402751606979593382
331 SARATOGA AVENUE,,NY,11233,40.67455981559538,-73.91623026567831,,New York City Department of Housing Preservation and Development,public,3014470001,0.686366391185789244
1531 BROADWAY,,NY,11221,40.6869284212889,-73.9169874362852,,New York City Department of Housing Preservation and Development,public,3033870001,0.419432506887795576
47 AVENUE,,NY,11101,40.74232268443399,-73.93867057065053,community garden,New York City Transit (MTA),public,4001150086,1.544995408634510000
,,NY,,40.82130541534088,-73.92488268326439,community garden,New York City Department of Transportation,public,6000020002,0.454617998164258292
1107 BERGEN STREET,,NY,11216,40.67629265471061,-73.94922839572158,community garden,Brooklyn Queens Land Trust,private,3012130073,0.238747245179486421
420 EAST 11 STREET,,,10009,40.72871006302797,-73.98297567571655,community garden,Manhattan Land Trust,private,1004380019,0.111583103765119672
142 PLACE,,,11436,40.676163201979584,-73.7985836739901,community garden,New York City Department of Parks and Recreation,public,,0.070666896235203275
1790 EAST 176 STREET,,,10453,40.84800052516742,-73.90961007312242,community garden,New York City Department of Parks and Recreation,public,,0.231835858586269399
806 EAST 181 STREET,,,10460,40.847011998777134,-73.88466625213101,community garden,Bronx Land Trust,private,,0.149283746556738360
274 15 STREET,,NY,11215,40.664389256847926,-73.98740228640769,community garden,BROOKLYN ALLIANCE OF NEIGHBORHOOD GARDENS (BANG) LAND TRUST,private,3010480034,0.308613636364183227
 373 64th Street,,NY,11220,40.63916097558972,-74.02116632364357,community garden,New York State,public,6000030004,0.189434573003090499
624 EAST 6 STREET,,,10009,40.72384189036247,-73.9806751316263,community garden,New York City Department of Parks and Recreation,public,,0.177897612488836814
542 EAST 6 STREET,,,10009,40.72432137992366,-73.98208137611789,community garden,New York City Department of Parks and Recreation,public,,0.404010789716051077
144 AVE C,,,10009,40.72537178115944,-73.9774606705927,community garden,New York City Department of Parks and Recreation,public,,0.483452479339699653
924 MELROSE AVENUE,,,10451,40.825106760812886,-73.91276881369036,community garden,New York City Department of Parks and Recreation,public,,0.274487603306271516
ABERDEEN STREET,,NY,11207,40.683545462597664,-73.90506261765938,community garden,New York Garden Trust / New York Restoration Project,private,3034670027,0.239641873278661560
18 EAST 2 STREET,,,10003,40.72541606390621,-73.99103174438318,community garden,Manhattan Land Trust,private,,0.070305555555680137
EAST 3 STREET,,,10009,40.721470777531785,-73.97955275891051,community garden,Manhattan Land Trust,private,,0.100805555555734183
120 HART STREET,,,11206,40.69317382047822,-73.9467310308123,community garden,New York City Department of Parks and Recreation,public,,0.111779384756855557
1550 HENDRICKSON STREET,,NY,11234,40.61958264077586,-73.93531030542727,community garden,CHURCH OF SAINT THOMAS AQUINAS,private,3078600062,0.220566115702870182
1480 MYRTLE AVENUE,,NY,11237,40.698967706357024,-73.91533275722568,community garden,"CHILDRENS GROVE PARK, Inc.",private,3033170031,0.073019742883508638
LAKEWOOD AVENUE,,NY,11435,40.6900447138489,-73.80349991577505,community garden,Brooklyn Queens Land Trust,private,4100780043,0.051005050505140886
1818 BATHGATE AVENUE,,,10458,40.84487365047437,-73.89782468171548,community garden,New York Garden Trust / New York Restoration Project,private,,0.367513544536923043
255 BAINBRIDGE STREET,,NY,11233,40.68184682583075,-73.92684108844091,community garden,POSITIVE TRUTH PRODUCTIONS,private,3016820058,0.100481864095678513
933 BEDFORD AVENUE,,,11205,40.69209329434485,-73.9553237284955,community garden,New York Garden Trust / New York Restoration Project,private,,0.091011478420730602
95A MALCOLM X BOULEVARD,,,11221,40.69042645416077,-73.93027994406907,community garden,New York Garden Trust / New York Restoration Project,private,,0.071816804407840758
TELLER AVENUE,,NY,10456,40.82812030056334,-73.91442500373067,community garden,New York Garden Trust / New York Restoration Project,private,2024320075,0.041745408631846241
1024 WOODYCREST AVENUE,,NY,10452,40.83314180929744,-73.92727061193226,community garden,New York Garden Trust / New York Restoration Project,private,2025080013,0.043707300275559543
TOMPKINS CIRCLE,,NY,10301,40.6363554561196,-74.07909608661136,community garden,ADOLF A. PAGLIARULO,private,5005690299,0.126084251607202301
BRIDGE STREET,,,11201,40.69774769333912,-73.9847835089817,community garden,New York Garden Trust / New York Restoration Project,private,,0.064017676767790207
401 EAST 143 STREET,,NY,10454,40.81233942745433,-73.92013845558894,community garden,New York Garden Trust / New York Restoration Project,private,2022880001,0.222382920110586900
        FLATBUSH AVENUE,,,11217,40.686978997712465,-73.97927836337001,community garden,New York City Department of Parks and Recreation,public,,0.115057162534639143
2946 BEDFORD AVENUE,,NY,11210,40.6306463687171,-73.95647943019867,community garden,Brooklyn College,public,3075520100,15.846772956869219141
BRUCKNER BOULEVARD,,NY,10454,40.80387870927369,-73.91500025030884,community garden,Bronx Land Trust,private,2025640010,0.144835858586115235
BRYANT AVE,,,10474,40.819934976863436,-73.88723901787083,community garden,New York City Department of Parks and Recreation,public,,0.350916437098877104
BRISTOW STREET,,,10459,40.83099751349419,-73.8950266422211,community garden,New York City Department of Parks and Recreation,public,,0.167637741047129010
LINDEN BOULEVARD,,NY,11411,40.693522656276954,-73.73422296109095,community garden,Brooklyn Queens Land Trust,private,4113270001,0.223461432507283026
1385 EAST 94 STREET,,NY,11236,40.6379427785297,-73.89804134387767,community garden,CONG. ANSHAI SFARD,private,3082400013,0.236619146005928931
215 WEST 117 STREET,,,10026,40.804585110168944,-73.9530899963705,community garden,New York City Department of Parks and Recreation,public,,0.139401744720173558
242 EAST 124 STREET,,,10035,40.8021552736185,-73.93483493436617,community garden,Manhattan Land Trust,private,,0.286047520661663901
551 CAULDWELL AVENUE,,NY,10455,40.81418130341112,-73.9110500195784,community garden,Bronx Land Trust,private,2026230058,0.117938016529134606
279 BAINBRIDGE STREET,,,11233,40.68182395445157,-73.92563468710559,community garden,Brooklyn Queens Land Trust,private,,0.120619375574134766
749-755 Brook Avenue,,NY,10451,40.82052739826117,-73.91206160313956,community garden,New York City Department of Parks and Recreation,public,6000020006,0.173185491276707252
1691-93 MADISON AVENUE,,,10029,40.79719217213324,-73.94658386619088,community garden,New York City Department of Housing Preservation and Development,public,,0.102058310376673042
21 WEST 118 STREET,,NY,10026,40.802623872798655,-73.94646475708667,community garden,MILBANK HOUSING DEVELOPMENT FUND CORPORATION,private,1017170023,0.293883379247536372
474 CLASSON AVENUE,,NY,11238,40.683902634028264,-73.95931374186513,community garden,Brooklyn Queens Land Trust,private,3019840062,0.122388200183871601
1328 CLAY AVENUE,,,10456,40.83491014305952,-73.9088942661607,community garden,New York Garden Trust / New York Restoration Project,private,,0.109320018365666626
WEST 126 STREET,,,10027,40.81115353637525,-73.95098446605391,community garden,Manhattan Land Trust,private,,0.118814049586987398
289 GRAND AVENUE,,NY,11238,40.68764614838235,-73.9623540306674,community garden,Brooklyn Queens Land Trust,private,3019520003,0.085693526170950747
PROSPECT AVENUE,,NY,10457,40.845986160319505,-73.88798846179857,community garden,New York Garden Trust / New York Restoration Project,private,2030940063,0.122711891643927271
7274 GROVE STREET,,NY,10014,40.69220050372401,-73.92147526822437,community garden,Brooklyn Queens Land Trust,private,3033220008,0.112504361800015703
2139 DALY AVENUE,,NY,10460,40.845901470879795,-73.88102085387922,community garden,Bronx Land Trust,private,2031250035,0.179593434343752583
BUSHWICK AVENUE,,NY,11207,40.683606470684175,-73.90717020376624,community garden,Brooklyn Queens Land Trust,private,3034570003,0.054016299357304165
COOPER STREET,,NY,10034,40.68419845628426,-73.91050665176536,community garden,New York Garden Trust / New York Restoration Project,private,3034380024,0.081489439853220616
364 EAST 158 STREET,,,10451,40.82247843747241,-73.91612020802239,community garden,New York City Department of Parks and Recreation,public,,0.169997704316187370
117-09 165 STREET,,NY,11434,40.68464809244145,-73.78094737172303,community garden,New York Garden Trust / New York Restoration Project,private,4123560021,0.142495408632024770
248 BERGEN STREET,,,11217,40.68423008844445,-73.9842027425766,community garden,Brooklyn Queens Land Trust,private,,0.073224288338054455
313 EAST 8 STREET,,,10009,40.72544982053282,-73.97974059094058,community garden,New York City Department of Parks and Recreation,public,,0.067600091827484342
1052 DECATUR STREET,,NY,11207,40.68583942969024,-73.91006832735698,community garden,New York Garden Trust / New York Restoration Project,private,3034330014,0.057421028466584762
